"ms"	"ms_name"	"fund"	"year"	"planned_eu_amount"	"n_3_decommitment_amount"	"de_commitments_at_closure"	"rec_at_closure"	"net_planned_eu_amount"	"cumulative_initial_pre_financing"	"cumulative_additional_initial_pre_financing"	"recovery_of_initial_pre_financing"	"net_initial_pre_financing"	"cumulative_annual_pre_financing"	"annual_pre_financing_covered_by_expenditure"	"pf_covered_by_expenditure_at_closure_clearing"	"recovery_of_annual_pre_financing"	"recovery_of_pf_at_closure"	"net_annual_pre_financing"	"cumulative_interim_payments"	"recovery_of_expenses"	"recovery_of_expenses_at_closure"	"payment_at_closure"	"net_interim_payments"	"total_net_payments"	"eu_payment_rate"	"eu_payment_rate_on_planned_eu_amount"
"369"	"CZ"	"Czechia"	"CF"	2019	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	596967945.54	79614858.7	0	351312943.63	0	342541848.58	2206409467	0	0	0	2286024325.7	2628566174.28	42.7830279373569	42.7830279373569
"370"	"EE"	"Estonia"	"ERDF"	2015	1874261393	0	0	0	1874261393	35236114.18	0	0	35236114.18	0	0	0	0	0	35236114.18	2843575.1	0	0	0	2843575.1	38079689.28	2.03171710318636	2.03171710318636
"371"	"DE"	"Germany"	"ERDF"	2020	10758006795	0	0	0	10758006795	303822367.17	0	0	303822367.17	1341882121.81	169941707.41	0	669443281	0	806319500.57	3825656107.21	1197358.27	0	0	3994400456.35	4800719956.92	44.6246228358141	44.6246228358141
"372"	"CZ"	"Czechia"	"CF"	2025	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	1134669899.47	478283153.91	159348782.48	576676428.82	0	96863239.63	5409450918.98	0	0	0	6047082855.37	6143946095	100	100
"373"	"BG"	"Bulgaria"	"CF"	2020	2206897416	0	0	0	2206897416	64248261.45	0	0	64248261.45	283763154.75	27596138.58	0	141842830.18	0	178572447.44	594166594.73	0	0	0	621762733.31	800335180.75	36.2651736753857	36.2651736753857
"374"	"SI"	"Slovenia"	"CF"	2015	895370363	0	0	0	895370363	16832962.84	0	0	16832962.84	0	0	0	0	0	16832962.84	0	0	0	0	0	16832962.84	1.8800000017423	1.8800000017423
"375"	"LT"	"Lithuania"	"CF"	2019	2048917626	0	0	0	2048917626	57779477.04	0	0	57779477.04	197413213.23	9168302.5	0	156416953.85	0	89607433.92	770464732.53	0	0	0	779633035.03	869240468.95	42.4243736263314	42.4243736263314
"376"	"CY"	"Cyprus"	"TOTAL"	2019	594767585	0	0	0	594767585	21123211.09	0	0	21123211.09	55865111.43	12759681.39	0	27031836.02	0	37196805.11	231061770.79	0	0	0	243821452.18	281018257.29	47.2484150746043	47.2484150746043
"377"	"UK"	"United Kingdom"	"ERDF"	2023	5851663462	58022554	0	0	5793640908	164281476.84	0	0	164281476.84	1075492112.92	343865663.13	0	531264455.99	0	364643470.64	4580463308.94	17075633.36	0	0	4907253338.71	5271896809.35	90.9945385477798	90.0922762148757
"378"	"EU28"	"EU28"	"CF"	2020	61455291487	0	0	0	61455291487	1899468771.83	213640339.36	0	2113109111.19	7886536387.7	1192718696.1	0	3628361990.31	0	5178564812.48	29279158010.72	722483375.33	0	0	29749393331.49	34927958143.97	56.8347448996455	56.8347448996455
"379"	"GR"	"Greece"	"CF"	2017	3265667753	0	0	0	3265667753	122080193.92	213640339.36	0	335720533.28	140985926.49	10498718.49	0	50541378.47	0	415666362.81	364513938.51	0	0	0	375012657	790679019.81	24.2118635333813	24.2118635333813
"380"	"GR"	"Greece"	"CF"	2016	3240570063	0	0	0	3240570063	122080193.92	213640339.36	0	335720533.28	61040096.96	0	0	0	0	396760630.24	11902974.91	0	0	0	11902974.91	408663605.15	12.6108554113986	12.6108554113986
"381"	"NL"	"Netherlands"	"ERDF"	2014	507318228	0	0	0	507318228	4768791.34	0	0	4768791.34	0	0	0	0	0	4768791.34	0	0	0	0	0	4768791.34	0.939999999369232	0.939999999369232
"382"	"ES"	"Spain"	"ERDF"	2018	20681351741	0	0	0	20681351741	638552276.36	0	0	638552276.36	1375171374.83	16000732	0	827751140.28	0	1169971778.91	2993154595.03	77194386.94	0	0	2931960940.09	4101932719	19.8339681582228	19.8339681582228
"383"	"LT"	"Lithuania"	"CF"	2025	2039817626	0	0	0	2039817626	57779477.04	0	0	57779477.04	377581747.83	47708185.15	0	298045605.8	0	89607433.92	1925007568.92	22505561.99	0	0	1950210192.08	2039817626	100	100
"384"	"CZ"	"Czechia"	"CF"	2018	6143946095	0	0	0	6143946095	176501705.37	0	0	176501705.37	430927802.33	23550213.82	0	248556581.96	0	335322711.92	1471091221.88	0	0	0	1494641435.7	1829964147.62	29.7848340353969	29.7848340353969
"385"	"HU"	"Hungary"	"ERDF"	2021	11126288158	0	0	0	11126288158	345656643.22	0	0	345656643.22	1556341187.17	187524742.37	0	906727062.58	0	807746025.44	7652572603.79	298198047.64	0	0	7541899298.52	8349645323.96	75.0443023350645	75.0443023350645
"386"	"NL"	"Netherlands"	"TOTAL"	2024	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	109683026.38	41798836.82	0	60311237.05	0	54941578.48	687037590.9	0	0	0	728836427.72	783778006.2	99.0799583934919	99.0799583934919
"387"	"FR"	"France"	"TOTAL"	2019	8426107776	1487649	0	0	8424620127	237689732.43	0	0	237689732.43	812102934.75	69413804.19	0	510113953.33	0	470264909.66	2226763145.09	12373816.33	0	0	2283803132.95	2754068042.61	32.6907089114144	32.6849372904342
"388"	"ES"	"Spain"	"TOTAL"	2017	20565226649	0	0	0	20565226649	638552276.36	0	0	638552276.36	843751872.28	16000732	0	348886283.02	0	1117417133.62	1106670328.48	0	0	0	1122671060.48	2240088194.1	10.8926015372115	10.8926015372115
"389"	"SK"	"Slovakia"	"TOTAL"	2015	11528546809	0	0	0	11528546809	216736679.98	0	0	216736679.98	0	0	0	0	0	216736679.98	0	0	0	0	0	216736679.98	1.87999999974672	1.87999999974672
"390"	"DK"	"Denmark"	"ERDF"	2025	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	46826289	11415134.16	0	30002164.72	0	29700901.7	323654756.92	2322714.78	0	0	332747176.3	362448078	100	100
"391"	"RO"	"Romania"	"CF"	2017	6934996977	0	0	0	6934996977	260755886.36	0	0	260755886.36	301498993.61	0	0	130377943.18	0	431876936.79	690437458.34	0	0	0	690437458.34	1122314395.13	16.1833436820833	16.1833436820833
"392"	"SI"	"Slovenia"	"CF"	2017	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	38926226.57	0	0	16832962.84	0	47342707.99	90200522.69	0	0	0	90200522.69	137543230.68	15.047721449784	15.047721449784
"393"	"CY"	"Cyprus"	"ERDF"	2019	299898560	0	0	0	299898560	10988443.09	0	0	10988443.09	28555586.2	7775514	0	12675313.6	0	19093201.69	141858635.24	0	0	0	149634149.24	168727350.93	56.2614741898061	56.2614741898061
"394"	"LU"	"Luxembourg"	"TOTAL"	2022	89189782	0	0	0	89189782	11003074.62	0	0	11003074.62	4602868.02	1266464.38	0	1357823.64	0	12981654.62	37294363.38	830013.35	0	0	37730814.41	50712469.03	56.8590570498311	56.8590570498311
"395"	"IT"	"Italy"	"ERDF"	2016	20650352961	0	0	0	20650352961	582340156.41	0	0	582340156.41	388226770.94	0	0	0	0	970566927.35	29402104.52	0	0	0	29402104.52	999969031.87	4.84238227675105	4.84238227675105
"396"	"TC"	"Interreg"	"TOTAL"	2015	9234360279	0	0	0	9234360279	184666351.8	0	0	184666351.8	0	0	0	0	0	184666351.8	0	0	0	0	0	184666351.8	1.99977417190396	1.99977417190396
"397"	"LU"	"Luxembourg"	"ERDF"	2026	89189782	0	0	0	89189782	11003074.62	0	0	11003074.62	6386663.66	4024915.67	0	2166963.63	0	11197858.98	74689590.79	1030974.31	0	0	77683532.15	88881391.13	99.654230716698	99.654230716698
"398"	"CY"	"Cyprus"	"ERDF"	2021	346325450	0	0	0	346325450	16095400.99	0	0	16095400.99	43010696.81	15769867.32	0	18842304.23	0	24493926.25	215818125.42	0	0	0	231587992.74	256081918.99	73.9425644260334	73.9425644260334
"399"	"LT"	"Lithuania"	"TOTAL"	2019	5550329393	0	0	0	5550329393	156519288.87	0	0	156519288.87	534774236.99	20102258.67	0	388218368.44	0	282972898.75	1744087314.88	838845.06	0	0	1763350728.49	2046323627.24	36.8685078370447	36.8685078370447
"400"	"PL"	"Poland"	"CF"	2018	23207989042	0	0	0	23207989042	654465290.97	0	0	654465290.97	1608893840.3	249413037.5	0	759554286.08	0	1254391807.69	6173934704.85	193650.61	0	0	6423154091.74	7677545899.43	33.0814784750879	33.0814784750879
"401"	"SI"	"Slovenia"	"ERDF"	2014	1390392899	0	0	0	1390392899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"402"	"LT"	"Lithuania"	"ERDF"	2020	3405652484	0	0	0	3405652484	98739811.83	0	0	98739811.83	436100835.59	10933956.17	0	231801414.59	0	292105276.66	1676260184.79	838845.06	0	0	1686355295.9	1978460572.56	58.0934367747429	58.0934367747429
"403"	"HR"	"Croatia"	"ERDF"	2022	4833056928	0	0	0	4833056928	126591087.84	0	0	126591087.84	727522703.79	222388724.04	0	349123307.82	0	282601759.77	2852833177.02	0	0	0	3075221901.06	3357823660.83	69.4761868286026	69.4761868286026
"404"	"LV"	"Latvia"	"CF"	2017	1349414695	0	0	0	1349414695	38053494.39	0	0	38053494.39	58665803.86	7256832.69	0	18112163.57	0	71350301.99	137733018.28	0	0	0	144989850.97	216340152.96	16.0321474015073	16.0321474015073
"405"	"SI"	"Slovenia"	"CF"	2025	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	167875392.35	42326503.67	0	112185585.64	0	38612747.3	840721737.67	7614093.64	0	0	875434147.7	914046895	100	100
"406"	"MT"	"Malta"	"ERDF"	2016	384353997	0	0	0	384353997	10838782.71	0	0	10838782.71	7225855.14	0	0	0	0	18064637.85	12432976.03	0	0	0	12432976.03	30497613.88	7.93477214183882	7.93477214183882
"407"	"HR"	"Croatia"	"ERDF"	2016	4321499588	0	0	0	4321499588	121866288.39	0	0	121866288.39	81244192.26	0	0	0	0	203110480.65	0	0	0	0	0	203110480.65	4.70000000032396	4.70000000032396
"408"	"GR"	"Greece"	"TOTAL"	2021	13478298513	0	0	0	13478298513	605958734.47	750910432.28	0	1356869166.75	1727784044.53	279262383.78	0	919809646.65	0	1885581180.85	8536224654.61	35560051.32	0	0	8779926987.07	10665508167.92	79.1309686280726	79.1309686280726
"409"	"NL"	"Netherlands"	"ERDF"	2022	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	93861905.36	21138399.02	0	49329432.81	0	70762699.5	364096190.42	0	0	0	385234589.44	455997288.94	57.6441186896376	57.6441186896376
"410"	"LV"	"Latvia"	"TOTAL"	2023	3912472250	0	0	0	3912472250	133257057.36	0	0	133257057.36	701225946.38	63568235.04	0	460432464.21	0	310482304.49	3203518604.51	3090265.68	0	0	3263996573.87	3574478878.36	91.3611305066764	91.3611305066764
"411"	"BG"	"Bulgaria"	"ERDF"	2016	3567667612	0	0	0	3567667612	100608226.62	0	0	100608226.62	67072151.08	0	0	0	0	167680377.7	213767218.27	0	0	0	213767218.27	381447595.97	10.691791877892	10.691791877892
"412"	"LT"	"Lithuania"	"TOTAL"	2025	5723616814	0	0	0	5723616814	263020536.87	0	0	263020536.87	1028318055.34	275800842.88	0	680765217.17	0	334772532.16	5136387846.01	23344407.05	0	0	5388844281.84	5723616814	100	100
"413"	"LT"	"Lithuania"	"TOTAL"	2018	5550329393	0	0	0	5550329393	156519288.87	0	0	156519288.87	384776585.16	20102258.67	0	221198311.69	0	299995303.67	1343328605.59	0	0	0	1363430864.26	1663426167.93	29.9698639512799	29.9698639512799
"414"	"HU"	"Hungary"	"CF"	2020	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	750466934.33	9892943.79	0	412069289.18	0	498421743.09	3924583052.9	678730658.48	0	0	3255745338.21	3754167081.3	62.3054112816129	62.3054112816129
"415"	"LV"	"Latvia"	"ERDF"	2023	2665837658	0	0	0	2665837658	95203562.97	0	0	95203562.97	458358270.63	36839401.8	0	303381261.66	0	213341170.14	2270962201.79	1507380.69	0	0	2306294222.9	2519635393.04	94.5157101175589	94.5157101175589
"416"	"IE"	"Ireland"	"ERDF"	2020	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	51093793.67	9257936.89	0	25627136.44	0	29671615.14	221943437.5	0	0	0	231201374.39	260872989.53	55.4135064998701	55.4135064998701
"417"	"DK"	"Denmark"	"TOTAL"	2020	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	25734003.08	2829554.48	0	11668891.75	0	17062123.58	82568697.37	0	0	0	85398251.85	102460375.43	49.5897966652034	49.5897966652034
"418"	"HU"	"Hungary"	"CF"	2023	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	1057978376.07	48578628.67	0	784317726.51	0	394999062.62	6489133917.54	948297163.96	0	0	5589415382.25	5984414444.87	99.3193417321574	99.3193417321574
"419"	"MT"	"Malta"	"CF"	2016	217742109	0	0	0	217742109	6140327.46	0	0	6140327.46	4093551.64	0	0	0	0	10233879.1	0	0	0	0	0	10233879.1	4.69999998943705	4.69999998943705
"420"	"LV"	"Latvia"	"ERDF"	2015	2401252452	0	0	0	2401252452	45143546.08	0	0	45143546.08	0	0	0	0	0	45143546.08	0	0	0	0	0	45143546.08	1.87999999926705	1.87999999926705
"421"	"SE"	"Sweden"	"ERDF"	2014	936493246	0	0	0	936493246	6762605	0	0	6762605	0	0	0	0	0	6762605	0	0	0	0	0	6762605	0.7221199970085	0.7221199970085
"422"	"LV"	"Latvia"	"CF"	2014	1349414695	0	0	0	1349414695	12684498.13	0	0	12684498.13	0	0	0	0	0	12684498.13	0	0	0	0	0	12684498.13	0.939999999777682	0.939999999777682
"423"	"CY"	"Cyprus"	"TOTAL"	2022	626070756	0	0	0	626070756	28087244.59	0	0	28087244.59	95916285.24	36621468.47	0	40531287.33	0	46850774.03	451918962.55	0	0	0	488540431.02	535391205.05	85.5160858288037	85.5160858288037
"424"	"IE"	"Ireland"	"ERDF"	2022	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	69924797.59	18673438.85	0	37210976.38	0	27503277.16	427237483.98	7493314.51	0	0	438417608.32	465920885.48	98.9688892762973	98.9688892762973
"425"	"GR"	"Greece"	"ERDF"	2023	10980751660	0	0	0	10980751660	548193834.67	537270092.92	0	1085463927.59	1468949559.57	669612991.61	0	805599222.47	0	1079201273.08	9276012329.44	47750350.58	0	0	9897874970.47	10977076243.55	99.9665285532011	99.9665285532011
"426"	"RO"	"Romania"	"TOTAL"	2021	18694958139	0	0	0	18694958139	777783371.6	0	0	777783371.6	2552908778.16	259965447.74	0	1539632780.05	0	1531093921.97	8170856729.89	11907266.25	0	0	8418914911.38	9950008833.35	53.222953265635	53.222953265635
"427"	"EE"	"Estonia"	"ERDF"	2022	2051246384	0	0	0	2051246384	125075630.22	0	0	125075630.22	313117071.93	57449527.96	0	176808356.79	0	203934817.4	1615940701.87	26221421.52	0	0	1647168808.31	1851103625.71	90.2428708783528	90.2428708783528
"428"	"LV"	"Latvia"	"ERDF"	2016	2401252452	0	0	0	2401252452	67715319.12	0	0	67715319.12	45143546.08	0	0	0	0	112858865.2	61323887.47	0	0	0	61323887.47	174182752.67	7.25382924752137	7.25382924752137
"429"	"HR"	"Croatia"	"TOTAL"	2021	6862753895	0	0	0	6862753895	197510337.71	0	0	197510337.71	990252551.65	145408143.11	0	582789135.45	0	459565610.8	3103820688.47	529271.71	0	0	3248699559.87	3708265170.67	54.0346517944019	54.0346517944019
"430"	"PL"	"Poland"	"ERDF"	2015	40213870235	0	0	0	40213870235	756020760.48	0	0	756020760.48	0	0	0	0	0	756020760.48	0	0	0	0	0	756020760.48	1.88000000015418	1.88000000015418
"431"	"EU28"	"EU28"	"TOTAL"	2015	259751523052	0	0	0	259751523052	5330243368.17	375455216.14	0	5705698584.31	0	0	0	0	0	5705698584.31	468621801.2	0	0	0	468621801.2	6174320385.51	2.37701027234168	2.37701027234168
"432"	"AT"	"Austria"	"TOTAL"	2022	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	93872243.01	9827645.88	0	56477429.22	0	98408925.93	489400645.56	0	0	0	499228291.44	597637217.37	86.1201339658786	86.1201339658786
"433"	"IT"	"Italy"	"ERDF"	2017	21495538269	0	0	0	21495538269	582340156.41	0	0	582340156.41	897774407.87	0	0	388226770.94	0	1091887793.34	469026882.75	0	0	0	469026882.75	1560914676.09	7.2615752001944	7.2615752001944
"434"	"EE"	"Estonia"	"CF"	2015	1073321882	0	0	0	1073321882	20178451.38	0	0	20178451.38	0	0	0	0	0	20178451.38	9926178.32	0	0	0	9926178.32	30104629.7	2.80480908894765	2.80480908894765
"435"	"PT"	"Portugal"	"CF"	2014	2861742164	0	0	0	2861742164	40350564.51	0	0	40350564.51	0	0	0	0	0	40350564.51	0	0	0	0	0	40350564.51	1.40999999991614	1.40999999991614
"436"	"CZ"	"Czechia"	"TOTAL"	2025	18992194650	0	0	0	18992194650	888878365.11	0	0	888878365.11	3383441395.18	1401863686.07	196558839.65	1761284206.24	0	912613028.33	16495374197.46	16009566.99	0	0	18077787156.19	18990400184.52	99.9905515633497	99.9905515633497
"437"	"EE"	"Estonia"	"CF"	2020	1061534677	0	0	0	1061534677	30267677.07	0	0	30267677.07	132726592.73	26563959.22	0	32027934.58	0	104402376	663309308.47	0	0	0	689873267.69	794275643.69	74.8233346398725	74.8233346398725
"438"	"LV"	"Latvia"	"CF"	2015	1349414695	0	0	0	1349414695	25368996.26	0	0	25368996.26	0	0	0	0	0	25368996.26	0	0	0	0	0	25368996.26	1.87999999955536	1.87999999955536
"439"	"HR"	"Croatia"	"ERDF"	2021	4731998251	0	0	0	4731998251	125331141.32	0	0	125331141.32	632882738.77	133901069.14	0	342970997.7	0	281341813.25	2459505513.75	0	0	0	2593406582.89	2874748396.14	60.7512565232349	60.7512565232349
"440"	"FI"	"Finland"	"ERDF"	2021	885989090	0	0	0	885989090	32594021.52	0	0	32594021.52	115835351.59	28243382.39	0	53641608.67	0	66544382.05	542530720.05	0	0	0	570774102.44	637318484.49	71.9329946252498	71.9329946252498
"441"	"LU"	"Luxembourg"	"ERDF"	2021	89189782	0	0	0	89189782	8215579.46	0	0	8215579.46	2819072.38	876416.32	0	1357823.64	0	8800411.88	13600086.11	830013.35	0	0	13646489.08	22446900.96	25.1675701595503	25.1675701595503
"442"	"IT"	"Italy"	"TOTAL"	2017	21495538269	0	0	0	21495538269	582340156.41	0	0	582340156.41	897774407.87	0	0	388226770.94	0	1091887793.34	469026882.75	0	0	0	469026882.75	1560914676.09	7.2615752001944	7.2615752001944
"443"	"LT"	"Lithuania"	"CF"	2016	2048917626	0	0	0	2048917626	57779477.04	0	0	57779477.04	38519651.36	0	0	0	0	96299128.4	95004862.2	0	0	0	95004862.2	191303990.6	9.33683170921192	9.33683170921192
"444"	"UK"	"United Kingdom"	"TOTAL"	2024	5851663462	58022554	0	0	5793640908	164281476.84	0	0	164281476.84	1075492112.92	409456429.06	0	581614373.32	0	248702787.38	5128870594.33	17075633.36	0	0	5521251390.03	5769954177.41	99.5911598429013	98.6036571460302
"445"	"SI"	"Slovenia"	"CF"	2023	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	167875392.35	42326503.67	0	93904647.74	0	56893685.2	775127475.75	0	0	0	817453979.42	874347664.62	95.6567621861458	95.6567621861458
"446"	"AT"	"Austria"	"TOTAL"	2024	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	17400521.85	0	75961071.52	0	84529773.87	593680448.89	2472311.1	0	0	608608659.64	693138433.51	99.8819568390837	99.8819568390837
"447"	"DE"	"Germany"	"ERDF"	2021	11935900615	0	0	0	11935900615	433390687.37	0	0	433390687.37	1566948256.07	295221665.66	0	847985689.92	0	857131587.86	5482316726.95	1748307.95	0	0	5775790084.66	6632921672.52	55.5711871811694	55.5711871811694
"448"	"BG"	"Bulgaria"	"ERDF"	2024	3898489118	13994912	0	0	3884494206	184648313.67	0	0	184648313.67	661743613.76	247026063.07	0	364090812.5	0	235275051.86	3411527274.81	27215466.14	0	0	3631337871.74	3866612923.6	99.5396754004066	99.1823449178601
"449"	"PL"	"Poland"	"CF"	2022	23139930966	0	0	0	23139930966	654465290.97	0	0	654465290.97	3816066023.76	1383301611.18	0	1592511602.46	0	1494718101.09	18426050114.51	193650.61	0	0	19809158075.08	21303876176.17	92.0654266750936	92.0654266750936
"450"	"IT"	"Italy"	"ERDF"	2018	21660538269	0	0	0	21660538269	582340156.41	0	0	582340156.41	1457699508.17	17689135.98	0	880085271.89	0	1142265256.71	2435801500.7	28065.32	0	0	2453462571.36	3595727828.07	16.600362296703	16.600362296703
"451"	"CY"	"Cyprus"	"ERDF"	2016	292099018	0	0	0	292099018	10988443.09	0	0	10988443.09	5491221.54	0	0	0	0	16479664.63	0	0	0	0	0	16479664.63	5.64180761128064	5.64180761128064
"452"	"GR"	"Greece"	"TOTAL"	2020	11870416160	0	0	0	11870416160	429091675.64	750910432.28	0	1180002107.92	1458218074.27	190836650.41	0	673383664.52	0	1773999867.26	5937545954.82	25994814.78	0	0	6102387790.45	7876387657.71	66.3530878070748	66.3530878070748
"453"	"ES"	"Spain"	"ERDF"	2021	27655614882	2111646	0	0	27653503236	1405706832.11	0	21531983.27	1384174848.84	2892122676.4	276886565.47	0	1744042669.02	0	2255368290.75	11348266497.82	174161357.34	0	0	11450991705.95	13706359996.7	49.5646424242435	49.5608579132368
"454"	"RO"	"Romania"	"ERDF"	2023	12376137876	0	0	0	12376137876	868546842.66	0	0	868546842.66	2048832083.97	502203928.85	0	1077148628.61	0	1338026369.17	9459260360.08	11907266.25	0	0	9949557022.68	11287583391.85	91.2044088789529	91.2044088789529
"455"	"CZ"	"Czechia"	"ERDF"	2020	11700268631	0	0	0	11700268631	336727447.59	0	0	336727447.59	1487212893.53	219812948.09	0	779661090.65	0	824466302.38	5244364967.89	15959292.83	0	0	5448218623.15	6272684925.53	53.6114607566398	53.6114607566398
"456"	"PL"	"Poland"	"TOTAL"	2018	63421859277	0	0	0	63421859277	1788496431.69	0	0	1788496431.69	4396720394.7	360383685.12	0	2396881647.16	0	3427951494.11	14379442224.46	95197440.1	0	0	14644628469.48	18072579963.59	28.49582173972	28.49582173972
"457"	"RO"	"Romania"	"ERDF"	2019	10726080699	0	0	0	10726080699	403300634.31	0	0	403300634.31	1033457875.36	27717335.34	0	538496078.84	0	870545095.49	2116049376.08	0	0	0	2143766711.42	3014311806.91	28.1026396453555	28.1026396453555
"458"	"CZ"	"Czechia"	"ERDF"	2016	11940689631	0	0	0	11940689631	336727447.59	0	0	336727447.59	224484965.06	0	0	0	0	561212412.65	9896274.55	0	0	0	9896274.55	571108687.2	4.7828785844773	4.7828785844773
"459"	"GR"	"Greece"	"CF"	2025	2775403635	0	0	0	2775403635	122080193.92	213640339.36	0	335720533.28	569840704	86342849.64	0	415982156.39	0	403236231.25	2326548097.99	40723543.88	0	0	2372167403.75	2775403635	100	100
"460"	"AT"	"Austria"	"TOTAL"	2018	536262079	0	0	0	536262079	15122590.62	0	0	15122590.62	37176368.63	0	0	23313993.89	0	28984965.36	78483029.8	0	0	0	78483029.8	107467995.16	20.040200373743	20.040200373743
"461"	"FR"	"France"	"ERDF"	2021	10554678327	1961802	0	0	10552716525	464931731.15	0	0	464931731.15	1256299244.93	211662053.12	0	682302204.6	0	827266718.36	4432980725.41	27087775.89	0	0	4617555002.64	5444821721	51.5963989755709	51.5868087336358
"462"	"IE"	"Ireland"	"TOTAL"	2015	409206529	0	0	0	409206529	9616353.43	0	0	9616353.43	0	0	0	0	0	9616353.43	0	0	0	0	0	9616353.43	2.34999999963344	2.34999999963344
"463"	"TC"	"Interreg"	"TOTAL"	2022	9410256783	4572656	0	0	9405684127	277009954.59	0	0	277009954.59	1613325509	415224528.31	0	839575018.47	0	635535916.81	6356155990.23	11483247.39	0	0	6759897271.15	7395433187.96	78.627275678232	78.5890689117022
"464"	"TC"	"Interreg"	"TOTAL"	2018	9410256783	0	0	0	9410256783	277009954.59	0	0	277009954.59	684121520.73	7305906.73	0	420093479.38	0	533732089.21	1002895464.3	159062.3	0	0	1010042308.73	1543774397.94	16.4052313718887	16.4052313718887
"465"	"EE"	"Estonia"	"CF"	2014	1073321882	0	0	0	1073321882	10089225.69	0	0	10089225.69	0	0	0	0	0	10089225.69	0	0	0	0	0	10089225.69	0.939999999925465	0.939999999925465
"466"	"MT"	"Malta"	"CF"	2020	204992109	0	0	0	204992109	6140327.46	0	0	6140327.46	27119779.62	4844500.76	0	13821135.47	0	14594470.85	79957153.12	0	0	0	84801653.88	99396124.73	48.4877809272161	48.4877809272161
"467"	"ES"	"Spain"	"TOTAL"	2019	20681351741	2111646	0	0	20679240095	638552276.36	0	0	638552276.36	1934084905.67	89928793.63	0	1285242581.2	0	1197465807.2	4744841175.16	77194386.94	0	0	4757575581.85	5955041389.05	28.7971964235275	28.7942561183965
"468"	"SI"	"Slovenia"	"TOTAL"	2016	2285763262	0	0	0	2285763262	64458524.01	0	0	64458524.01	42972349.34	0	0	0	0	107430873.35	25484579.14	0	0	0	25484579.14	132915452.49	5.81492644928161	5.81492644928161
"469"	"AT"	"Austria"	"TOTAL"	2017	536262079	0	0	0	536262079	15122590.62	0	0	15122590.62	23313993.89	0	0	10081727.08	0	28354857.43	33441668.05	0	0	0	33441668.05	61796525.48	11.5235680276397	11.5235680276397
